,"Hong Kong (HKD)",,"Portugal (EUR)",,"Honduras (USD)",,"Paraguay (USD)",,"Croatia (HRK)",,"Hungary (HUF)",,"Qatar (QAR)",,"Indonesia (IDR)",,"Ireland (EUR)",,"Israel (ILS)",,"United Arab Emirates (AED)",,"Afghanistan (USD)",,"India (INR)",,"South Africa (ZAR)",,"Iraq (USD)",,"Iceland (USD)",,"Albania (USD)",,"Italy (EUR)",,"Armenia (USD)",,"Argentina (USD)",,"Austria (EUR)",,"Zambia (USD)",,"Australia (AUD)",,"Romania (RON)",,"Bosnia and Herzegovina (EUR)",,"Barbados (USD)",,"Serbia (EUR)",,"Belgium (EUR)",,"Russia (RUB)",,"Rwanda (USD)",,"Bulgaria (BGN)",,"Bahrain (USD)",,"Japan (JPY)",,"Bolivia (USD)",,"Saudi Arabia (SAR)",,"Brazil (BRL)",,"Sweden (SEK)",,"Singapore (SGD)",,"Slovenia (EUR)",,"Belarus (USD)",,"Slovakia (EUR)",,"Canada (CAD)",,"Congo, Democratic Republic of (USD)",,"El Salvador (USD)",,"Switzerland (CHF)",,"Cote D'Ivoire (USD)",,"South Korea (KRW)",,"Chile (CLP)",,"Cameroon (USD)",,"China (CNY)",,"Colombia (COP)",,"Costa Rica (USD)",,"Kazakhstan (KZT)",,"Thailand (THB)",,"Cyprus (EUR)",,"Czechia (CZK)",,"Tonga (USD)",,"Turkey (TRY)",,"Germany (EUR)",,"Taiwan (TWD)",,"Tanzania (TZS)",,"Denmark (DKK)",,"Lithuania (EUR)",,"Luxembourg (EUR)",,"Latvia (EUR)",,"Dominican Republic (USD)",,"Ukraine (USD)",,"Libya (USD)",,"Morocco (USD)",,"Moldova (USD)",,"Montenegro (EUR)",,"United States (USD)",,"Ecuador (USD)",,"Myanmar (USD)",,"Estonia (EUR)",,"Egypt (EGP)",,"Uruguay (USD)",,"Uzbekistan (USD)",,"Malta (EUR)",,"Maldives (USD)",,"Mexico (MXN)",,"Malaysia (MYR)",,"Spain (EUR)",,"Vietnam (VND)",,"Nigeria (NGN)",,"Nicaragua (USD)",,"Netherlands (EUR)",,"Vanuatu (USD)",,"Norway (NOK)",,"Finland (EUR)",,"Nauru (USD)",,"France (EUR)",,"New Zealand (NZD)",,"Gabon (USD)",,"United Kingdom (GBP)",,"Georgia (USD)",,"Greece (EUR)",,"Guatemala (USD)",,"Panama (USD)",,"Kosovo (EUR)",,"Peru (PEN)",,"Philippines (PHP)",,"Pakistan (PKR)",,"Poland (PLN)",
Franja 55,"588.00","411.60","79.99","45.52","74.99","52.50","74.99","52.50","649.99","363.99","27990","15428","279.99","195.99","1249000","794818","79.99","46.28","259.90","181.93","279.99","186.66","74.99","52.50","6500.00","3764.93","1399.99","852.17","74.99","52.50","89.99","50.80","89.99","52.49","79.99","45.04","89.99","52.49","74.99","52.50","79.99","46.66","74.99","52.50","119.99","76.36","379.99","223.52","79.99","47.86","89.99","53.61","79.99","46.66","79.99","46.28","6990.00","4077.50","74.99","52.50","159.99","93.33","74.99","49.99","9000","6300","74.99","52.50","329.99","200.86","429.90","300.93","895.00","501.20","104.98","68.68","79.99","45.90","89.99","52.49","79.99","46.66","104.99","73.49","74.99","52.50","74.99","52.50","75.00","48.75","74.99","52.50","95000","60455","69900","41118","74.99","52.50","488.00","334.80","349900.00","205823.53","74.99","52.50","29990.00","20993.00","2300.00","1610.00","79.99","47.05","1990.00","1151.24","74.99","52.50","699.99","384.10","79.99","48.27","2490","1610","159900.00","111930.00","649.00","363.44","79.99","46.28","79.99","47.86","79.99","46.28","74.99","52.50","74.99","52.50","74.99","52.50","74.99","52.50","89.99","52.49","67.99","47.59","74.99","52.50","74.99","52.50","74.99","52.50","79.99","46.66","1249.99","874.99","74.99","50.82","89.99","54.78","79.99","47.45","74.99","52.50","1899.00","1145.95","329.90","217.86","79.99","46.28","1699000","1189300","26900.00","18830.00","74.99","52.50","79.99","46.28","74.99","52.50","799.00","447.44","79.99","45.16","74.99","52.50","79.99","45.99","129.99","79.12","74.99","52.50","69.99","40.58","74.99","52.50","79.99","45.16","74.99","52.50","74.99","52.50","79.99","47.45","249.90","174.93","3790.00","2653.00","11900.00","8330.00","349.99","199.18"
Franja 56,"618.00","432.60","89.99","51.21","79.99","56.00","79.99","56.00","699.99","391.99","29990","16530","299.99","209.99","1299000","826636","89.99","52.06","279.90","195.93","299.99","199.99","79.99","56.00","6900.00","3996.62","1499.99","913.04","79.99","56.00","94.99","53.62","94.99","55.41","89.99","50.67","94.99","55.41","79.99","56.00","89.99","52.49","79.99","56.00","124.99","79.54","399.99","235.29","89.99","53.84","94.99","56.59","89.99","52.49","89.99","52.06","7490.00","4369.17","79.99","56.00","169.99","99.16","79.99","53.33","10000","7000","79.99","56.00","349.99","213.04","449.90","314.93","949.00","531.44","108.98","71.30","89.99","51.63","94.99","55.41","89.99","52.49","109.99","76.99","79.99","56.00","79.99","56.00","80.00","52.00","79.99","56.00","99000","63000","72900","42882","79.99","56.00","518.00","355.39","379900.00","223470.59","79.99","56.00","30990.00","21693.00","2500.00","1750.00","89.99","52.94","2090.00","1209.09","79.99","56.00","749.99","411.54","89.99","54.30","2690","1740","179900.00","125930.00","699.00","391.44","89.99","52.06","89.99","53.84","89.99","52.06","79.99","56.00","79.99","56.00","79.99","56.00","79.99","56.00","94.99","55.41","69.99","48.99","79.99","56.00","79.99","56.00","79.99","56.00","89.99","52.49","1299.99","909.99","79.99","54.20","94.99","57.82","89.99","53.38","79.99","56.00","1999.00","1206.29","349.90","231.07","89.99","52.06","1799000","1259300","29900.00","20930.00","79.99","56.00","89.99","52.06","79.99","56.00","849.00","475.44","89.99","50.80","79.99","56.00","89.99","51.74","139.99","85.21","79.99","56.00","74.99","43.48","79.99","56.00","89.99","50.80","79.99","56.00","79.99","56.00","89.99","53.38","259.90","181.93","3990.00","2793.00","12500.00","8750.00","379.99","216.25"
Franja 57,"648.00","453.60","94.99","54.06","84.99","59.50","84.99","59.50","749.99","419.99","30990","17081","319.99","223.99","1399000","890273","94.99","54.95","299.90","209.93","319.99","213.33","84.99","59.50","7500.00","4344.15","1599.99","973.91","84.99","59.50","99.99","56.45","99.99","58.33","94.99","53.48","99.99","58.33","84.99","59.50","94.99","55.41","84.99","59.50","129.99","82.72","429.99","252.94","94.99","56.83","99.99","59.57","94.99","55.41","94.99","54.95","7990.00","4660.83","84.99","59.50","179.99","104.99","84.99","56.66","10500","7350","84.99","59.50","379.99","231.30","479.90","335.93","995.00","557.20","118.98","77.84","94.99","54.50","99.99","58.33","94.99","55.41","114.99","80.49","84.99","59.50","84.99","59.50","85.00","55.25","84.99","59.50","105000","66818","74900","44059","84.99","59.50","548.00","375.97","399900.00","235235.30","84.99","59.50","32990.00","23093.00","2600.00","1820.00","94.99","55.88","2190.00","1266.94","84.99","59.50","799.99","438.98","94.99","57.32","2790","1804","189900.00","132930.00","749.00","419.44","94.99","54.95","94.99","56.83","94.99","54.95","84.99","59.50","84.99","59.50","84.99","59.50","84.99","59.50","99.99","58.33","74.99","52.49","84.99","59.50","84.99","59.50","84.99","59.50","94.99","55.41","1399.99","979.99","84.99","57.59","99.99","60.86","94.99","56.35","84.99","59.50","2199.00","1326.98","369.90","244.27","94.99","54.95","1899000","1329300","30900.00","21630.00","84.99","59.50","94.99","54.95","84.99","59.50","899.00","503.44","94.99","53.62","84.99","59.50","94.99","54.62","144.99","88.25","84.99","59.50","79.99","46.38","84.99","59.50","94.99","53.62","84.99","59.50","84.99","59.50","94.99","56.35","279.90","195.93","4290.00","3003.00","12900.00","9030.00","399.99","227.64"
Franja 58,"688.00","481.60","99.99","56.90","89.99","63.00","89.99","63.00","799.99","447.99","32990","18183","329.99","230.99","1449000","922091","99.99","57.85","319.90","223.93","329.99","219.99","89.99","63.00","7900.00","4575.84","1699.99","1034.78","89.99","63.00","109.99","62.09","109.99","64.16","99.99","56.30","109.99","64.16","89.99","63.00","99.99","58.33","89.99","63.00","139.99","89.08","449.99","264.70","99.99","59.82","109.99","65.53","99.99","58.33","99.99","57.85","8490.00","4952.50","89.99","63.00","189.99","110.83","89.99","59.99","11000","7700","89.99","63.00","399.99","243.47","499.90","349.93","1095.00","613.20","128.98","84.38","99.99","57.37","109.99","64.16","99.99","58.33","119.99","83.99","89.99","63.00","89.99","63.00","90.00","58.50","89.99","63.00","109000","69364","79900","47000","89.99","63.00","588.00","403.41","429900.00","252882.36","89.99","63.00","34990.00","24493.00","2700.00","1890.00","99.99","58.82","2290.00","1324.79","89.99","63.00","849.99","466.41","99.99","60.34","2990","1934","199900.00","139930.00","799.00","447.44","99.99","57.85","99.99","59.82","99.99","57.85","89.99","63.00","89.99","63.00","89.99","63.00","89.99","63.00","109.99","64.16","79.99","55.99","89.99","63.00","89.99","63.00","89.99","63.00","99.99","58.33","1499.99","1049.99","89.99","60.98","109.99","66.95","99.99","59.32","89.99","63.00","2299.00","1387.33","379.90","250.88","99.99","57.85","1999000","1399300","32900.00","23030.00","89.99","63.00","99.99","57.85","89.99","63.00","949.00","531.44","99.99","56.45","89.99","63.00","99.99","57.49","149.99","91.30","89.99","63.00","84.99","49.28","89.99","63.00","99.99","56.45","89.99","63.00","89.99","63.00","99.99","59.32","299.90","209.93","4490.00","3143.00","13900.00","9730.00","429.99","244.71"
Franja 59,"748.00","523.60","104.99","59.75","94.99","66.50","94.99","66.50","849.99","475.99","34990","19286","349.99","244.99","1499000","953909","104.99","60.74","329.90","230.93","349.99","233.33","94.99","66.50","8500.00","4923.37","1799.99","1095.65","94.99","66.50","114.99","64.91","114.99","67.08","104.99","59.11","114.99","67.08","94.99","66.50","104.99","61.24","94.99","66.50","149.99","95.45","479.99","282.35","104.99","62.81","114.99","68.50","104.99","61.24","104.99","60.74","8990.00","5244.17","94.99","66.50","199.99","116.66","94.99","63.33","11500","8050","94.99","66.50","429.99","261.73","529.90","370.93","1149.00","643.44","138.98","90.92","104.99","60.24","114.99","67.08","104.99","61.24","129.99","90.99","94.99","66.50","94.99","66.50","95.00","61.75","94.99","66.50","115000","73182","84900","49941","94.99","66.50","618.00","423.99","449900.00","264647.06","94.99","66.50","37990.00","26593.00","2900.00","2030.00","104.99","61.76","2390.00","1382.64","94.99","66.50","899.99","493.85","104.99","63.36","3190","2063","209900.00","146930.00","849.00","475.44","104.99","60.74","104.99","62.81","104.99","60.74","94.99","66.50","94.99","66.50","94.99","66.50","94.99","66.50","114.99","67.08","84.99","59.49","94.99","66.50","94.99","66.50","94.99","66.50","104.99","61.24","1599.99","1119.99","94.99","64.37","114.99","69.99","104.99","62.28","94.99","66.50","2399.00","1447.67","389.90","257.48","104.99","60.74","2099000","1469300","34900.00","24430.00","94.99","66.50","104.99","60.74","94.99","66.50","999.00","559.44","104.99","59.27","94.99","66.50","104.99","60.36","159.99","97.39","94.99","66.50","89.99","52.18","94.99","66.50","104.99","59.27","94.99","66.50","94.99","66.50","104.99","62.28","309.90","216.93","4790.00","3353.00","14900.00","10430.00","449.99","256.09"
Franja 60,"788.00","551.60","109.99","62.60","99.99","70.00","99.99","70.00","899.99","503.99","36990","20388","369.99","258.99","1599000","1017545","109.99","63.63","349.90","244.93","369.99","246.66","99.99","70.00","8900.00","5155.06","1999.99","1217.39","99.99","70.00","119.99","67.74","119.99","69.99","109.99","61.93","119.99","69.99","99.99","70.00","109.99","64.16","99.99","70.00","159.99","101.81","499.99","294.11","109.99","65.81","119.99","71.48","109.99","64.16","109.99","63.63","9490.00","5535.83","99.99","70.00","219.99","128.33","99.99","66.66","12000","8400","99.99","70.00","449.99","273.91","549.90","384.93","1195.00","669.20","148.98","97.46","109.99","63.11","119.99","69.99","109.99","64.16","139.99","97.99","99.99","70.00","99.99","70.00","100.00","65.00","99.99","70.00","119000","75727","89900","52882","99.99","70.00","648.00","444.58","479900.00","282294.12","99.99","70.00","39990.00","27993.00","3000.00","2100.00","109.99","64.70","2490.00","1440.50","99.99","70.00","949.99","521.29","109.99","66.37","3290","2128","219900.00","153930.00","899.00","503.44","109.99","63.63","109.99","65.81","109.99","63.63","99.99","70.00","99.99","70.00","99.99","70.00","99.99","70.00","119.99","69.99","89.99","62.99","99.99","70.00","99.99","70.00","99.99","70.00","109.99","64.16","1699.99","1189.99","99.99","67.76","119.99","73.04","109.99","65.25","99.99","70.00","2499.00","1508.02","399.90","264.08","109.99","63.63","2199000","1539300","35900.00","25130.00","99.99","70.00","109.99","63.63","99.99","70.00","1090.00","610.40","109.99","62.09","99.99","70.00","109.99","63.24","169.99","103.47","99.99","70.00","99.99","57.98","99.99","70.00","109.99","62.09","99.99","70.00","99.99","70.00","109.99","65.25","329.90","230.93","4990.00","3493.00","15900.00","11130.00","479.99","273.17"
Franja 61,"848.00","593.60","119.99","68.29","109.99","77.00","109.99","77.00","949.99","531.99","39990","22042","399.99","279.99","1799000","1144818","119.99","69.42","399.90","279.93","399.99","266.66","109.99","77.00","9900.00","5734.28","2199.99","1339.12","109.99","77.00","129.99","73.38","129.99","75.83","119.99","67.56","129.99","75.83","109.99","77.00","119.99","69.99","109.99","77.00","169.99","108.18","549.99","323.52","119.99","71.79","129.99","77.44","119.99","69.99","119.99","69.42","9990.00","5827.50","109.99","77.00","229.99","134.16","109.99","73.33","13000","9100","109.99","77.00","479.99","292.17","599.90","419.93","1295.00","725.20","158.98","104.01","119.99","68.85","129.99","75.83","119.99","69.99","149.99","104.99","109.99","77.00","109.99","77.00","110.00","71.49","109.99","77.00","129000","82091","99900","58765","109.99","77.00","698.00","478.88","499900.00","294058.83","109.99","77.00","42990.00","30093.00","3300.00","2310.00","119.99","70.58","2790.00","1614.05","109.99","77.00","999.99","548.72","119.99","72.41","3690","2386","229900.00","160930.00","949.00","531.44","119.99","69.42","119.99","71.79","119.99","69.42","109.99","77.00","109.99","77.00","109.99","77.00","109.99","77.00","129.99","75.83","99.99","69.99","109.99","77.00","109.99","77.00","109.99","77.00","119.99","69.99","1799.99","1259.99","109.99","74.53","129.99","79.12","119.99","71.18","109.99","77.00","2799.00","1689.05","449.90","297.10","119.99","69.42","2299000","1609300","39900.00","27930.00","109.99","77.00","119.99","69.42","109.99","77.00","1190.00","666.40","119.99","67.74","109.99","77.00","119.99","68.99","189.99","115.65","109.99","77.00","109.99","63.78","109.99","77.00","119.99","67.74","109.99","77.00","109.99","77.00","119.99","71.18","349.90","244.93","5490.00","3843.00","16900.00","11830.00","529.99","301.62"
Franja 62,"888.00","621.60","129.99","73.98","119.99","84.00","119.99","84.00","999.99","559.99","42990","23695","429.99","300.99","1899000","1208455","129.99","75.20","429.90","300.93","429.99","286.66","119.99","84.00","10500.00","6081.81","2299.99","1399.99","119.99","84.00","139.99","79.03","139.99","81.66","129.99","73.19","139.99","81.66","119.99","84.00","129.99","75.83","119.99","84.00","179.99","114.54","599.99","352.94","129.99","77.77","139.99","83.40","129.99","75.83","129.99","75.20","10990.00","6410.83","119.99","84.00","249.99","145.83","119.99","79.99","14000","9800","119.99","84.00","499.99","304.34","649.90","454.93","1395.00","781.20","168.98","110.55","129.99","74.58","139.99","81.66","129.99","75.83","159.99","111.99","119.99","84.00","119.99","84.00","120.00","77.99","119.99","84.00","139000","88455","109900","64647","119.99","84.00","798.00","547.49","549900.00","323470.59","119.99","84.00","44990.00","31493.00","3500.00","2450.00","129.99","76.46","2990.00","1729.75","119.99","84.00","1099.99","603.60","129.99","78.44","3990","2580","249900.00","174930.00","999.00","559.44","129.99","75.20","129.99","77.77","129.99","75.20","119.99","84.00","119.99","84.00","119.99","84.00","119.99","84.00","139.99","81.66","109.99","76.99","119.99","84.00","119.99","84.00","119.99","84.00","129.99","75.83","1999.99","1399.99","119.99","81.31","139.99","85.21","129.99","77.11","119.99","84.00","2999.00","1809.74","499.90","330.12","129.99","75.20","2499000","1749300","42900.00","30030.00","119.99","84.00","129.99","75.20","119.99","84.00","1250.00","700.00","129.99","73.38","119.99","84.00","129.99","74.74","199.99","121.73","119.99","84.00","119.99","69.57","119.99","84.00","129.99","73.38","119.99","84.00","119.99","84.00","129.99","77.11","399.90","279.93","5990.00","4193.00","17900.00","12530.00","549.99","313.00"
Franja 63,"988.00","691.60","139.99","79.67","124.99","87.50","124.99","87.50","1049.99","587.99","44990","24798","449.99","314.99","1999000","1272091","139.99","80.99","449.90","314.93","449.99","299.99","124.99","87.50","10900.00","6313.50","2399.99","1460.86","124.99","87.50","149.99","84.67","149.99","87.49","139.99","78.82","149.99","87.49","124.99","87.50","139.99","81.66","124.99","87.50","189.99","120.90","629.99","370.58","139.99","83.75","149.99","89.36","139.99","81.66","139.99","80.99","11490.00","6702.50","124.99","87.50","269.99","157.49","124.99","83.33","15000","10500","124.99","87.50","549.99","334.78","699.90","489.93","1495.00","837.20","178.98","117.09","139.99","80.32","149.99","87.49","139.99","81.66","169.99","118.99","124.99","87.50","124.99","87.50","125.00","81.24","124.99","87.50","149000","94818","114900","67588","124.99","87.50","818.00","561.21","579900.00","341117.65","124.99","87.50","47990.00","33593.00","3700.00","2590.00","139.99","82.35","3190.00","1845.45","124.99","87.50","1149.99","631.03","139.99","84.48","4190","2710","269900.00","188930.00","1049.00","587.44","139.99","80.99","139.99","83.75","139.99","80.99","124.99","87.50","124.99","87.50","124.99","87.50","124.99","87.50","149.99","87.49","109.99","76.99","124.99","87.50","124.99","87.50","124.99","87.50","139.99","81.66","2099.99","1469.99","124.99","84.70","149.99","91.30","139.99","83.04","124.99","87.50","3299.00","1990.78","529.90","349.93","139.99","80.99","2799000","1959300","44900.00","31430.00","124.99","87.50","139.99","80.99","124.99","87.50","1290.00","722.40","139.99","79.03","124.99","87.50","139.99","80.49","219.99","133.91","124.99","87.50","124.99","72.47","124.99","87.50","139.99","79.03","124.99","87.50","124.99","87.50","139.99","83.04","409.90","286.93","6290.00","4403.00","18900.00","13230.00","599.99","341.46"
Franja 64,"1048.00","733.60","149.99","85.36","129.99","91.00","129.99","91.00","1099.99","615.99","47990","26451","479.99","335.99","2099000","1335727","149.99","86.77","459.90","321.93","479.99","319.99","129.99","91.00","11900.00","6892.72","2499.99","1521.73","129.99","91.00","159.99","90.32","159.99","93.33","149.99","84.45","159.99","93.33","129.99","91.00","149.99","87.49","129.99","91.00","199.99","127.27","649.99","382.35","149.99","89.74","159.99","95.31","149.99","87.49","149.99","86.77","11990.00","6994.17","129.99","91.00","279.99","163.33","129.99","86.66","16000","11200","129.99","91.00","579.99","353.04","749.90","524.93","1595.00","893.20","188.98","123.63","149.99","86.06","159.99","93.33","149.99","87.49","179.99","125.99","129.99","91.00","129.99","91.00","130.00","84.49","129.99","91.00","159000","101182","119900","70529","129.99","91.00","848.00","581.79","599900.00","352882.36","129.99","91.00","49990.00","34993.00","3900.00","2730.00","149.99","88.23","3390.00","1961.16","129.99","91.00","1199.99","658.47","149.99","90.51","4290","2774","279900.00","195930.00","1099.00","615.44","149.99","86.77","149.99","89.74","149.99","86.77","129.99","91.00","129.99","91.00","129.99","91.00","129.99","91.00","159.99","93.33","119.99","83.99","129.99","91.00","129.99","91.00","129.99","91.00","149.99","87.49","2199.99","1539.99","129.99","88.09","159.99","97.39","149.99","88.98","129.99","91.00","3399.00","2051.12","549.90","363.14","149.99","86.77","2999000","2099300","47900.00","33530.00","129.99","91.00","149.99","86.77","129.99","91.00","1390.00","778.40","149.99","84.67","129.99","91.00","149.99","86.24","229.99","139.99","129.99","91.00","129.99","75.37","129.99","91.00","149.99","84.67","129.99","91.00","129.99","91.00","149.99","88.98","429.90","300.93","6490.00","4543.00","19900.00","13930.00","629.99","358.53"
Franja 65,"1088.00","761.60","159.99","91.05","139.99","98.00","139.99","98.00","1199.99","671.99","49990","27554","499.99","349.99","2299000","1463000","159.99","92.56","499.90","349.93","499.99","333.33","139.99","98.00","12500.00","7240.25","2699.99","1643.47","139.99","98.00","169.99","95.96","169.99","99.16","159.99","90.08","169.99","99.16","139.99","98.00","159.99","93.33","139.99","98.00","219.99","139.99","699.99","411.76","159.99","95.72","169.99","101.27","159.99","93.33","159.99","92.56","12990.00","7577.50","139.99","98.00","299.99","174.99","139.99","93.33","17000","11900","139.99","98.00","599.99","365.21","799.90","559.93","1695.00","949.20","198.98","130.17","159.99","91.80","169.99","99.16","159.99","93.33","199.99","139.99","139.99","98.00","139.99","98.00","140.00","90.99","139.99","98.00","169000","107545","129900","76412","139.99","98.00","898.00","616.09","649900.00","382294.12","139.99","98.00","54990.00","38493.00","4200.00","2940.00","159.99","94.11","3590.00","2076.86","139.99","98.00","1299.99","713.34","159.99","96.55","4790","3098","299900.00","209930.00","1199.00","671.44","159.99","92.56","159.99","95.72","159.99","92.56","139.99","98.00","139.99","98.00","139.99","98.00","139.99","98.00","169.99","99.16","129.99","90.99","139.99","98.00","139.99","98.00","139.99","98.00","159.99","93.33","2299.99","1609.99","139.99","94.86","169.99","103.47","159.99","94.91","139.99","98.00","3499.00","2111.47","579.90","382.95","159.99","92.56","3099000","2169300","49900.00","34930.00","139.99","98.00","159.99","92.56","139.99","98.00","1490.00","834.40","159.99","90.32","139.99","98.00","159.99","91.99","239.99","146.08","139.99","98.00","139.99","81.17","139.99","98.00","159.99","90.32","139.99","98.00","139.99","98.00","159.99","94.91","449.90","314.93","6990.00","4893.00","21900.00","15330.00","649.99","369.91"
Franja 66,"1188.00","831.60","169.99","96.74","149.99","105.00","149.99","105.00","1299.99","727.99","54990","30309","549.99","384.99","2499000","1590273","169.99","98.34","539.90","377.93","549.99","366.66","149.99","105.00","12900.00","7471.94","2799.99","1704.34","149.99","105.00","179.99","101.61","179.99","104.99","169.99","95.71","179.99","104.99","149.99","105.00","169.99","99.16","149.99","105.00","229.99","146.36","749.99","441.17","169.99","101.70","179.99","107.23","169.99","99.16","169.99","98.34","13990.00","8160.83","149.99","105.00","329.99","192.49","149.99","99.99","18000","12600","149.99","105.00","649.99","395.65","849.90","594.93","1795.00","1005.20","218.98","143.26","169.99","97.54","179.99","104.99","169.99","99.16","209.99","146.99","149.99","105.00","149.99","105.00","150.00","97.49","149.99","105.00","179000","113909","134900","79353","149.99","105.00","998.00","684.70","699900.00","411705.89","149.99","105.00","57990.00","40593.00","4500.00","3150.00","169.99","99.99","3790.00","2192.56","149.99","105.00","1399.99","768.21","169.99","102.58","4990","3227","329900.00","230930.00","1299.00","727.44","169.99","98.34","169.99","101.70","169.99","98.34","149.99","105.00","149.99","105.00","149.99","105.00","149.99","105.00","179.99","104.99","139.99","97.99","149.99","105.00","149.99","105.00","149.99","105.00","169.99","99.16","2499.99","1749.99","149.99","101.64","179.99","109.56","169.99","100.84","149.99","105.00","3799.00","2292.50","599.90","396.16","169.99","98.34","3299000","2309300","54900.00","38430.00","149.99","105.00","169.99","98.34","149.99","105.00","1590.00","890.40","169.99","95.96","149.99","105.00","169.99","97.74","249.99","152.17","149.99","105.00","149.99","86.97","149.99","105.00","169.99","95.96","149.99","105.00","149.99","105.00","169.99","100.84","479.90","335.93","7490.00","5243.00","22900.00","16030.00","699.99","398.37"
Franja 67,"1248.00","873.60","179.99","102.43","159.99","112.00","159.99","112.00","1399.99","783.99","57990","31963","579.99","405.99","2599000","1653909","179.99","104.13","559.90","391.93","579.99","386.66","159.99","112.00","13900.00","8051.16","2999.99","1826.08","159.99","112.00","189.99","107.25","189.99","110.83","179.99","101.34","189.99","110.83","159.99","112.00","179.99","104.99","159.99","112.00","249.99","159.08","799.99","470.58","179.99","107.69","189.99","113.19","179.99","104.99","179.99","104.13","14990.00","8744.17","159.99","112.00","349.99","204.16","159.99","106.66","19000","13300","159.99","112.00","679.99","413.91","899.90","629.93","1895.00","1061.20","228.98","149.80","179.99","103.27","189.99","110.83","179.99","104.99","219.99","153.99","159.99","112.00","159.99","112.00","160.00","103.99","159.99","112.00","199000","126636","139900","82294","159.99","112.00","1048.00","719.00","749900.00","441117.65","159.99","112.00","59990.00","41993.00","4700.00","3290.00","179.99","105.88","3990.00","2308.26","159.99","112.00","1499.99","823.09","179.99","108.61","5390","3486","349900.00","244930.00","1399.00","783.44","179.99","104.13","179.99","107.69","179.99","104.13","159.99","112.00","159.99","112.00","159.99","112.00","159.99","112.00","189.99","110.83","144.99","101.49","159.99","112.00","159.99","112.00","159.99","112.00","179.99","104.99","2699.99","1889.99","159.99","108.42","189.99","115.65","179.99","106.77","159.99","112.00","3999.00","2413.19","649.90","429.18","179.99","104.13","3499000","2449300","57900.00","40530.00","159.99","112.00","179.99","104.13","159.99","112.00","1690.00","946.40","179.99","101.61","159.99","112.00","179.99","103.49","279.99","170.43","159.99","112.00","159.99","92.77","159.99","112.00","179.99","101.61","159.99","112.00","159.99","112.00","179.99","106.77","499.90","349.93","7990.00","5593.00","24900.00","17430.00","749.99","426.82"
Franja 68,"1288.00","901.60","189.99","108.12","169.99","119.00","169.99","119.00","1449.99","811.99","59990","33065","599.99","419.99","2699000","1717545","189.99","109.91","599.90","419.93","599.99","399.99","169.99","119.00","14900.00","8630.38","3199.99","1947.82","169.99","119.00","199.99","112.90","199.99","116.66","189.99","106.97","199.99","116.66","169.99","119.00","189.99","110.83","169.99","119.00","259.99","165.45","849.99","499.99","189.99","113.67","199.99","119.14","189.99","110.83","189.99","109.91","15990.00","9327.50","169.99","119.00","369.99","215.83","169.99","113.33","20000","14000","169.99","119.00","699.99","426.08","949.90","664.93","1995.00","1117.20","238.98","156.34","189.99","109.01","199.99","116.66","189.99","110.83","229.99","160.99","169.99","119.00","169.99","119.00","170.00","110.49","169.99","119.00","209000","133000","144900","85235","169.99","119.00","1098.00","753.31","779900.00","458764.71","169.99","119.00","64990.00","45493.00","4900.00","3430.00","189.99","111.76","4290.00","2481.82","169.99","119.00","1599.99","877.96","189.99","114.65","5490","3550","379900.00","265930.00","1449.00","811.44","189.99","109.91","189.99","113.67","189.99","109.91","169.99","119.00","169.99","119.00","169.99","119.00","169.99","119.00","199.99","116.66","149.99","104.99","169.99","119.00","169.99","119.00","169.99","119.00","189.99","110.83","2799.99","1959.99","169.99","115.19","199.99","121.73","189.99","112.71","169.99","119.00","4199.00","2533.88","699.90","462.20","189.99","109.91","3799000","2659300","59900.00","41930.00","169.99","119.00","189.99","109.91","169.99","119.00","1750.00","980.00","189.99","107.25","169.99","119.00","189.99","109.24","289.99","176.52","169.99","119.00","169.99","98.57","169.99","119.00","189.99","107.25","169.99","119.00","169.99","119.00","189.99","112.71","549.90","384.93","8490.00","5943.00","25900.00","18130.00","799.99","455.28"
